timestamp,user_id,session_id,task_index,skill,task_id,answer_type,difficulty_before,difficulty_after,delta,difficulty_active_before,difficulty_active_after,difficulty_numerical_before,difficulty_logical_before,difficulty_pattern_before,difficulty_numerical_after,difficulty_logical_after,difficulty_pattern_after,question,answer,user_answer,is_correct,time_taken,expected_time,p_correct
2026-01-28T10:28:51.408613,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,10,pattern,PAT-MP-13-6-2,integer,13,16,3,13,16,5,12,16,5,12,16,"10, 20, 40, 80, 160, 320, ?",640,640,1,3.46630859375,10.002562748076796,0.502266249805683
2026-01-28T10:28:57.504526,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,11,numerical,NUM-NEARBOUNDARY-5,integer,5,8,3,5,8,8,12,16,8,12,16,What is 109 + 7?,116,116,1,6.090243339538574,4.897354943822563,0.19665582510594073
2026-01-28T10:29:26.065981,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,12,pattern,PAT-MIXED-16-3-8-8,integer,16,18,2,16,18,8,12,18,8,12,18,"11, 22, 176, 528, 1056, 8448, 25344, ?",50688,50688,1,28.556348085403442,16.115386227885548,0.3431640206574741
2026-01-28T10:29:31.041573,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,13,numerical,NUM-DIV-8,integer,8,11,3,8,11,11,12,18,11,12,18,What is 3600 divided by 180?,20,20,1,4.970043659210205,5.244243523903393,0.20922314880524007
2026-01-28T10:29:33.489856,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,14,numerical,NUM-NEARBOUNDARY-11,integer,11,15,4,11,15,15,12,18,15,12,18,What is 101 + 3?,104,104,1,2.4429430961608887,5.195817343311374,0.23043742082676485
2026-01-28T10:29:36.944185,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,15,numerical,NUM-DIV-15,integer,15,19,4,15,19,19,12,18,19,12,18,What is 2000 divided by 1000?,2,2,1,3.4489448070526123,5.614465066013085,0.25076275206532056
2026-01-28T10:30:05.234405,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,16,numerical,NUM-SQUARE-19,integer,19,17,-2,19,17,17,12,18,17,12,18,What is 17^2?,289,389,0,28.284455060958862,6.3217441363059885,0.26372924457150043
2026-01-28T10:30:17.272144,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,17,logical,LOG-COMP-12-6,yesno,12,14,2,12,14,17,14,18,17,14,18,C is faster than E. D is faster than E. E is faster than B. Is D faster than B?,yes,yes,1,12.031798839569092,13.11804936613086,0.764969540162502
2026-01-28T10:30:26.664277,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,18,logical,LOG-CONSTRAINT-14-5-4,yesno,14,16,2,14,16,17,16,18,17,16,18,"C is left of D.
D is left of E.
C is left of E.
B is left of C.
Is B left of E?",yes,yes,1,9.386640787124634,8.684961283934102,0.8180118442502512
2026-01-28T10:30:40.088329,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,19,numerical,NUM-NEARBOUNDARY-17,integer,17,19,2,17,19,19,16,18,19,16,18,What is 494 - 186?,308,308,1,13.41834282875061,5.5093847864608065,0.26808549483074323
2026-01-28T10:30:53.759806,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,20,logical,LOG-COMP-16-8,yesno,16,18,2,16,18,19,18,18,19,18,18,E is older than F. F is older than D. G is older than B. B is older than E. Is B older than F?,yes,yes,1,13.665673732757568,13.590457901995588,0.7882559047525247
2026-01-28T10:30:58.097508,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,21,numerical,NUM-RATIO-INVERSE-19,integer,19,21,2,19,21,21,18,18,21,18,18,"72 -> 8, 81 -> ?",9,9,1,4.332115173339844,3.8765089857538078,0.880769525471073
2026-01-28T10:31:01.735451,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,22,numerical,NUM-RATIOSCALING-21,integer,21,23,2,21,23,23,18,18,23,18,18,"5 -> 40, 7 -> ?",56,56,1,3.6325347423553467,4.358098622163097,0.6602353096617966
2026-01-28T10:31:09.167782,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,23,numerical,NUM-NEARBOUNDARY-23,integer,23,26,3,23,26,26,18,18,26,18,18,What is 1016 + 993?,2009,2009,1,7.4271910190582275,5.838821732527302,0.3094113775723027
2026-01-28T10:31:14.961209,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,24,logical,LOG-CONSTRAINT-18-5-5,yesno,18,21,3,18,21,26,21,18,26,21,18,"A is left of B.
A is left of C.
C is left of D.
C is left of B.
D is left of A.
Is B left of D?",no,no,1,5.785052537918091,9.009032850862173,0.8371615771711474
2026-01-28T10:31:19.936307,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,25,pattern,PAT-AP-18-6-15,integer,18,20,2,18,20,26,21,20,26,21,20,"40, 55, 70, 85, 100, 115, ?",130,130,1,4.968855142593384,6.185987759822588,0.48007780990768284
2026-01-28T10:31:25.832888,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,26,pattern,PAT-CP-20-5-13,integer,20,22,2,20,22,26,21,22,26,21,22,"18, 14, 18, 16, 20, 18, 14, 18, 16, 20, 18, 14, 18, ?",16,16,1,5.890977144241333,4.838482543372122,0.5446831120578146
2026-01-28T10:31:32.392065,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,27,logical,LOG-IMP-21-6-6,yesno,21,23,2,21,23,26,23,22,26,23,22,"E is True.
C is True.
If E is True, then B is True.
If B is True, then D is True.
If F is True, then A is True.
If F is True, then C is True.
If C is True, then E is True.
If E is True, then F is True.
Is A True?",yes,yes,1,6.5533201694488525,7.421868767204801,0.5328376950012801
2026-01-28T10:31:37.671394,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,28,numerical,NUM-RATIOSCALING-26,integer,26,28,2,26,28,28,23,22,28,23,22,"10 -> 140, 9 -> ?",126,126,1,5.273844003677368,4.583139576477598,0.6968299040095037
2026-01-28T10:31:41.705240,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,29,pattern,PAT-AP-22-7-15,integer,22,25,3,22,25,28,23,25,28,23,25,"29, 39, 49, 59, 69, 79, 89, ?",99,99,1,4.027527332305908,6.42644037960897,0.5136447304238898
2026-01-28T10:31:51.415403,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,30,numerical,NUM-NEARBOUNDARY-28,integer,28,30,2,28,30,30,23,25,30,23,25,What is 979 + 1967?,2946,2946,1,9.704588651657104,6.126053281925954,0.3463848482814806
2026-01-28T10:31:56.863454,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,31,logical,LOG-CONSTRAINT-23-7-5,yesno,23,26,3,23,26,30,26,25,30,26,25,"F is faster than G.
B is faster than E.
A is faster than C.
C is faster than B.
C is faster than G.
Is G faster than A?",no,no,1,5.442026376724243,9.429413747773303,0.8587762581979407
2026-01-28T10:32:30.447735,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,32,pattern,PAT-MIXED-25-4-11-12,integer,25,26,1,25,26,30,26,26,30,26,26,"12, 19, 57, 513, 523, 530, 1590, 14310, 14320, 14327, ?",42981,42981,1,33.578773498535156,17.430992049464344,0.4141105743816509
2026-01-28T10:32:33.982581,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,33,numerical,NUM-DIV-30,integer,30,34,4,30,34,34,26,26,34,26,26,What is 240 divided by 40?,6,6,1,3.5274810791015625,6.483384731788778,0.3564431801021315
2026-01-28T10:32:37.839892,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,34,numerical,NUM-DIV-34,integer,34,38,4,34,38,38,26,26,38,26,26,What is 18000 divided by 2000?,9,9,1,3.851919412612915,6.73378864615231,0.3878135929288229
2026-01-28T10:32:42.903415,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,35,logical,LOG-BOOL-26-4-3,boolean,26,29,3,26,29,38,29,26,38,29,26,"A is False.
B is False.
C is False.
D is False.
What is: (((C AND B) AND D) AND D)?",False,f,1,5.057933568954468,10.004283096871646,0.43768953443369535
2026-01-28T10:32:46.422461,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,36,numerical,NUM-DIV-38,integer,38,41,3,38,41,41,29,26,41,29,26,What is 4000 divided by 500?,8,8,1,3.512380838394165,6.992571405460464,0.42014246650477316
2026-01-28T10:32:52.112445,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,37,logical,LOG-CONSTRAINT-29-8-7,yesno,29,32,3,29,32,41,32,26,41,32,26,"F is above A.
G is above H.
A is above C.
D is above H.
D is above F.
H is above B.
A is above H.
Is B above F?",no,no,1,5.684678316116333,9.9572415421106,0.8814933246041063
2026-01-28T10:33:05.128243,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,38,pattern,PAT-MP-26-7-3,integer,26,28,2,26,28,41,32,28,41,32,28,"28, 84, 252, 756, 2268, 6804, 20412, ?",61236,61236,1,13.010057926177979,11.244754652359749,0.6095964577682973
2026-01-28T10:33:08.598147,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,39,numerical,NUM-RATIO-INVERSE-41,integer,41,44,3,41,44,44,32,28,44,32,28,"105 -> 7, 60 -> ?",4,4,1,3.463026285171509,4.844229609034928,0.9392615229608269
2026-01-28T10:33:14.631008,LIMOUS,aa8ea750-20a3-47d6-95da-08d141eb8d2e,40,pattern,PAT-CP-28-7-14,integer,28,30,2,28,30,44,32,30,44,32,30,"4, 3, 19, 17, 16, 5, 6, 4, 3, 19, 17, 16, 5, 6, ?",4,4,1,6.027496576309204,5.2357462966202135,0.6101297008304696
2026-01-28T13:26:32.570999,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,0,pattern,PAT-AP-0-4-5,integer,0,4,4,0,4,0,0,4,0,0,4,"23, 26, 29, 32, ?",35,35,1,2.999316453933716,5.196728339923719,0.3353275639326408
2026-01-28T13:26:51.267001,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,1,pattern,PAT-MIXED-4-2-5-3,integer,4,7,3,4,7,0,0,7,0,0,7,"14, 28, 84, 168, ?",504,504,1,18.683554649353027,14.506151640688724,0.2588036024454193
2026-01-28T13:26:56.157187,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,2,logical,LOG-BOOL-0-2-1,boolean,0,4,4,0,4,0,4,7,0,4,7,"A is True.
B is False.
What is: (A AND A)?",True,t,1,4.881753921508789,7.8848333729712685,0.24533548435381258
2026-01-28T13:27:00.250574,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,3,logical,LOG-CONSTRAINT-4-3-2,yesno,4,7,3,4,7,0,7,7,0,7,7,"C is left of B.
C is left of A.
Is A left of C?",no,no,1,4.0821099281311035,7.919948042278644,0.7626252408028866
2026-01-28T13:27:08.493381,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,4,logical,LOG-COMP-7-4,yesno,7,9,2,7,9,0,9,7,0,9,7,C is taller than D. A is taller than C. Is D taller than A?,no,no,1,8.234322786331177,12.548989743154753,0.733453714328656
2026-01-28T13:27:13.420993,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,5,pattern,PAT-MP-7-5-2,integer,7,10,3,7,10,0,9,10,0,9,10,"7, 14, 28, 56, 112, ?",224,224,1,4.918507814407349,9.472551758992001,0.4520428510504749
2026-01-28T13:27:15.894059,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,6,numerical,NUM-NEARBOUNDARY-0,integer,0,4,4,0,4,4,9,10,4,9,10,What is 47 + 6?,53,53,1,2.4638428688049316,4.659648834865411,0.17147174734650392
2026-01-28T13:27:18.368679,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,7,numerical,NUM-NEARBOUNDARY-4,integer,4,8,4,4,8,8,9,10,8,9,10,What is 13 + 9?,22,22,1,2.465116024017334,4.849028142888048,0.19140462801056207
2026-01-28T13:27:21.662037,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,8,logical,LOG-CONSTRAINT-9-4-3,yesno,9,12,3,9,12,8,12,10,8,12,10,"D is left of B.
C is left of B.
A is left of D.
Is B left of A?",no,no,1,3.284313440322876,8.294587212145169,0.7916715870327321
2026-01-28T13:27:24.655603,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,9,logical,LOG-IMP-12-4-4,yesno,12,15,3,12,15,8,15,10,8,15,10,"A is True.
D is True.
If C is True, then B is True.
If C is True, then D is True.
If A is True, then C is True.
If B is True, then A is True.
Is C True?",yes,yes,1,2.9844470024108887,6.820715039344056,0.45743139109218695
2026-01-28T13:27:27.557161,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,10,pattern,PAT-MP-10-6-2,integer,10,13,3,10,13,8,15,13,8,15,13,"10, 20, 40, 80, 160, 320, ?",640,640,1,2.8935232162475586,9.734286555742376,0.4770966581068511
2026-01-28T13:27:39.558946,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,11,pattern,PAT-MP-13-6-3,integer,13,15,2,13,15,8,15,15,8,15,15,"2, 6, 18, 54, 162, 486, ?",1458,1458,1,11.993793725967407,10.002562748076796,0.502266249805683
2026-01-28T13:27:42.817507,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,12,numerical,NUM-NEARBOUNDARY-8,integer,8,12,4,8,12,12,15,15,12,15,15,What is 91 + 2?,93,93,1,3.2503104209899902,5.044744332111898,0.213058769804627
2026-01-28T13:27:48.625649,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,13,logical,LOG-CONSTRAINT-15-6-4,yesno,15,18,3,15,18,12,18,15,12,18,15,"C is left of A.
F is left of A.
E is left of A.
F is left of D.
Is A left of C?",no,no,1,5.796666622161865,8.76498196165922,0.8229576936309875
2026-01-28T13:27:58.029315,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,14,numerical,NUM-RATIOSCALING-12,integer,12,13,1,12,13,13,18,15,13,18,15,"3 -> 18, 2 -> ?",12,12,1,9.395544052124023,3.9756370747329415,0.5895523806854387
2026-01-28T13:28:00.630261,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,15,numerical,NUM-RATIO-INVERSE-13,integer,13,16,3,13,16,16,18,15,16,18,15,"35 -> 5, 49 -> ?",7,7,1,2.592949151992798,3.641599773236745,0.8579360718767529
2026-01-28T13:28:08.043532,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,16,logical,LOG-COMP-18-11,yesno,18,21,3,18,21,16,21,15,16,21,15,H is older than F. I is older than G. E is older than I. D is older than I. K is older than H. Is K older than F?,yes,yes,1,7.404732704162598,13.832557298933978,0.799248817542769
2026-01-28T13:28:17.908344,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,17,logical,LOG-BOOL-21-4-4,boolean,21,24,3,21,24,16,24,15,16,24,15,"A is False.
B is True.
C is False.
D is False.
What is: ((((A OR (NOT C)) AND D) OR (NOT D)) AND D)?",False,f,1,9.856297492980957,9.560730802370477,0.39688804533195265
2026-01-28T13:28:21.974609,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,18,numerical,NUM-RATIOSCALING-16,integer,16,18,2,16,18,18,24,15,18,24,15,"8 -> 72, 6 -> ?",54,54,1,4.05825138092041,4.142128447904348,0.6216220484718534
2026-01-28T13:28:39.021145,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,19,logical,LOG-IMP-24-6-6,yesno,24,25,1,24,25,18,25,15,18,25,15,"C is True.
If F is True, then C is True.
If D is True, then F is True.
If D is True, then E is True.
If C is True, then E is True.
If B is True, then A is True.
If D is True, then C is True.
Is E True?",yes,yes,1,17.03841495513916,7.632351958004026,0.5578109760606795
2026-01-28T13:28:47.242263,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,20,pattern,PAT-MP-15-6-3,integer,15,17,2,15,17,18,25,17,18,25,17,"17, 51, 153, 459, 1377, 4131, ?",12393,12393,1,8.212564468383789,10.185128218192846,0.5190474741772241
2026-01-28T13:28:54.233514,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,21,pattern,PAT-AP-17-6-15,integer,17,19,2,17,19,18,25,19,18,25,19,"43, 51, 59, 67, 75, 83, ?",91,91,1,6.983039617538452,6.127101054970173,0.47170231276651137
2026-01-28T13:29:07.435591,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,22,logical,LOG-COMP-25-20,yesno,25,27,2,25,27,18,27,19,18,27,19,P is faster than B. Q is faster than I. R is faster than P. K is faster than G. P is faster than E. T is faster than M. H is faster than P. Q is faster than J. N is faster than K. M is faster than P. Is B faster than H?,no,no,1,13.192955255508423,14.711980437320634,0.8343356600415766
2026-01-28T13:29:10.287740,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,23,numerical,NUM-RATIOSCALING-18,integer,18,21,3,18,21,21,27,19,21,27,19,"3 -> 15, 2 -> ?",10,10,1,2.8452816009521484,4.227451760207461,0.6372851991461638
2026-01-28T13:29:36.247052,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,24,pattern,PAT-MIXED-19-3-8-8,integer,19,22,3,19,22,21,27,22,21,27,22,"11, 15, 75, 225, 229, 1145, 3435, ?",3439,3439,1,25.952232360839844,16.543141777703042,0.36621638426403647
2026-01-28T13:29:52.935350,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,25,logical,LOG-CONSTRAINT-27-9-8,yesno,27,28,1,27,28,21,28,22,21,28,22,"B is left of H.
F is left of A.
I is left of H.
G is left of E.
C is left of D.
F is left of D.
D is left of H.
C is left of H.
Is F left of H?",yes,yes,1,16.677765369415283,9.778395675144429,0.8742957098166678
2026-01-28T13:30:01.284022,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,26,logical,LOG-BOOL-28-6-3,boolean,28,30,2,28,30,21,30,22,21,30,22,"A is False.
B is True.
C is False.
D is False.
E is False.
F is True.
What is: (NOT (((C OR (NOT E)) AND (NOT D)) OR (NOT D)))?",False,f,1,8.34052562713623,10.186877112726869,0.45428240616021087
2026-01-28T13:30:12.324463,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,27,logical,LOG-BOOL-30-6-3,boolean,30,32,2,30,32,21,32,22,21,32,22,"A is False.
B is True.
C is False.
D is False.
E is False.
F is True.
What is: (NOT (((C OR E) AND (NOT B)) AND (NOT E)))?",True,t,1,11.031758546829224,10.372500910198271,0.470977449107876
2026-01-28T13:30:20.123418,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,28,pattern,PAT-MP-22-7-2,integer,22,24,2,22,24,21,32,24,21,32,24,"11, 22, 44, 88, 176, 352, 704, ?",1408,1408,1,7.790954113006592,10.848295085689609,0.5772007919924808
2026-01-28T13:30:27.046387,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,29,logical,LOG-IMP-32-8-8,yesno,32,34,2,32,34,21,34,24,21,34,24,"C is True.
If D is True, then B is True.
If C is True, then A is True.
If G is True, then H is True.
If G is True, then F is True.
If A is True, then F is True.
If H is True, then A is True.
If C is True, then H is True.
If D is True, then C is True.
Is A True?",yes,yes,1,6.913775205612183,8.219716998957717,0.622677765968486
2026-01-28T13:31:13.048615,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,30,numerical,NUM-SQUARE-21,integer,21,23,2,21,23,23,34,24,23,34,24,What is 23^2?,529,529,1,45.99397826194763,6.443233801115924,0.276975668245274
2026-01-28T13:31:23.493474,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,31,pattern,PAT-MIXED-24-2-10-10,integer,24,23,-1,24,23,23,34,23,23,34,23,"6, 18, 36, 108, 216, 648, 1296, 3888, 7776, ?",23328,15558,0,10.435604810714722,17.279956391566024,0.405987277608797
2026-01-28T13:31:35.628436,LIMOUS,e1cde8f5-59d8-4e03-a201-646dead3f4d3,32,numerical,NUM-RATIOSCALING-23,integer,23,24,1,23,24,24,34,23,24,34,23,"2 -> 18, 3 -> ?",27,27,1,12.12658953666687,4.447005526516298,0.675135389265075
2026-01-28T13:54:32.412311,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,0,numerical,NUM-SQUARE-0,integer,0,4,4,0,4,4,0,0,4,0,0,What is 4^2?,16,16,1,1.8837645053863525,5.262056416033111,0.15913057256047516
2026-01-28T13:54:34.358827,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,1,numerical,NUM-NEARBOUNDARY-4,integer,4,8,4,4,8,8,0,0,8,0,0,What is 49 + 4?,53,53,1,1.9377999305725098,4.849028142888048,0.19140462801056207
2026-01-28T13:54:36.604456,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,2,numerical,NUM-RATIO-INVERSE-8,integer,8,11,3,8,11,11,0,0,11,0,0,"15 -> 5, 21 -> ?",7,7,1,2.23484468460083,3.4545096909977175,0.8362173227830697
2026-01-28T13:54:38.992186,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,3,logical,LOG-BOOL-0-2-1,boolean,0,4,4,0,4,11,4,0,11,4,0,"A is True.
B is True.
What is: (B OR A)?",True,t,1,2.3792009353637695,7.8848333729712685,0.24533548435381258
2026-01-28T13:54:41.316218,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,4,numerical,NUM-RATIOSCALING-11,integer,11,14,3,11,14,14,4,0,14,4,0,"7 -> 35, 6 -> ?",30,30,1,2.3141651153564453,3.934863435580546,0.5814027290882641
2026-01-28T13:54:45.702457,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,5,pattern,PAT-AP-0-4-5,integer,0,3,3,0,3,14,4,3,14,4,3,"-42, -47, -52, -57, ?",-62,-62,1,4.377877712249756,5.196728339923719,0.3353275639326408
2026-01-28T13:54:50.421122,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,6,logical,LOG-COMP-4-3,yesno,4,7,3,4,7,14,7,3,14,7,3,C is faster than A. A is faster than B. Is B faster than C?,no,no,1,4.710002422332764,12.218623858269703,0.7133016938398693
2026-01-28T13:54:56.676146,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,7,numerical,NUM-RATIOSCALING-14,integer,14,15,1,14,15,15,7,3,15,7,3,"5 -> 30, 9 -> ?",54,54,1,6.246509075164795,4.058197796491535,0.6057010040835236
2026-01-28T13:55:00.657686,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,8,logical,LOG-IMP-7-4-3,yesno,7,6,-1,7,6,15,6,3,15,6,3,"D is True.
A is True.
If A is True, then D is True.
If C is True, then A is True.
If D is True, then B is True.
Is B True?",yes,tes,0,3.973323345184326,6.505483590843153,0.41615155065692994
2026-01-28T13:55:04.191126,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,9,pattern,PAT-CP-3-2-5,integer,3,5,2,3,5,15,6,5,15,6,5,"15, 1, 15, 1, 15, ?",1,1,1,3.517648935317993,4.076326259388973,0.40331676538727856
2026-01-28T13:55:07.985745,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,10,logical,LOG-CONSTRAINT-6-4-3,yesno,6,9,3,6,9,15,9,5,15,9,5,"C is faster than D.
B is faster than D.
A is faster than C.
Is A faster than D?",yes,yes,1,3.7538890838623047,8.067956696719987,0.7745682481378914
2026-01-28T13:55:10.757139,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,11,pattern,PAT-CP-5-3-6,integer,5,8,3,5,8,15,9,8,15,9,8,"3, 17, 8, 3, 17, 8, ?",3,3,1,2.7620396614074707,4.16055771629839,0.41957887645520414
2026-01-28T13:55:14.385890,LIMOUS,5d7b7bee-52cd-45a5-94c5-eff4e76442fe,12,pattern,PAT-CP-8-3-6,integer,8,10,2,8,10,15,9,10,15,9,10,"18, 5, 7, 18, 5, 7, ?",18,18,1,3.6190366744995117,4.289532731755745,0.44429229039037754
